UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_enc,Air temperature [K]_rolling_mean,Process temperature [K]_rolling_mean,Rotational speed [rpm]_rolling_mean,Torque [Nm]_rolling_mean,Tool wear [min]_rolling_mean,Air temperature [K]_rolling_std,Process temperature [K]_rolling_std,Rotational speed [rpm]_rolling_std,Torque [Nm]_rolling_std,Tool wear [min]_rolling_std,Air temperature [K]_rolling_var,Process temperature [K]_rolling_var,Rotational speed [rpm]_rolling_var,Torque [Nm]_rolling_var,Tool wear [min]_rolling_var
1235,H30648,H,297.2,308.5,2440,14.0,166,0,0,0,0,0,0,0,297.18,308.5,1757.6,34.18,160.6,0.04472135958228727,0.07071067813499911,425.8882482529891,16.055746634772188,4.277849927241082,0.0020000000028882374,0.00500000000231144,181380.7999999997,257.78699999999844,18.29999999999653
1236,H30649,H,297.1,308.4,1654,31.4,171,0,0,0,0,0,0,0,297.18,308.5,1712.4,35.760000000000005,163.8,0.04472135958228727,0.07071067813499911,421.6216313236308,15.102417025098958,4.96990945591532,0.0020000000028882374,0.00500000000231144,177764.79999999967,228.08299999999886,24.699999999996514
1237,H30650,H,297.1,308.4,1359,46.6,176,0,0,0,0,0,0,0,297.16,308.48,1663.4,36.94,167.4,0.05477225577681659,0.08366600266706342,450.60936519340083,15.79930378212911,6.107372593840699,0.0030000000028810184,0.007000000002285065,203048.79999999967,249.6179999999992,37.29999999999647
1238,M16097,M,297.1,308.4,1502,37.3,181,0,0,0,0,0,0,2,297.14,308.43999999999994,1663.8,36.980000000000004,171.4,0.05477225577674784,0.05477225577086024,450.4289067100375,15.800063291012451,7.300684899377348,0.0030000000028734867,0.0030000000022285334,202886.19999999966,249.6419999999992,53.299999999996444
1239,M16098,M,297.1,308.4,1615,32.6,184,0,0,0,0,0,0,2,297.12,308.41999999999996,1714.0,32.38,175.6,0.04472135958205133,0.044721359574589496,421.7362920119629,11.887472397444206,7.300684899377348,0.0020000000028671345,0.002000000002199728,177861.49999999965,141.3119999999979,53.299999999996444
1240,H30653,H,297.2,308.5,1482,39.3,187,0,0,0,0,0,0,0,297.12,308.41999999999996,1522.4,37.44,179.8,0.04472135958205133,0.044721359574589496,116.87728607389741,6.068195777988654,6.379655163094353,0.0020000000028671345,0.002000000002199728,13660.299999999652,36.822999999999325,40.699999999996436
1241,L48420,L,297.2,308.6,1636,31.3,192,0,0,0,0,0,0,1,297.14,308.46,1518.8,37.42,184.0,0.05477225577672773,0.08944271911262502,111.98526688810298,6.0931929232545485,6.041522986796989,0.003000000002871284,0.008000000002259939,12540.699999999655,37.126999999999306,36.499999999996405
1242,M16101,M,297.1,308.5,1621,32.4,194,0,0,0,0,0,0,2,297.14,308.47999999999996,1571.2,34.58,187.6,0.05477225577672773,0.08366600266708084,73.04587599584015,3.5038550198315073,5.412947441089412,0.003000000002871284,0.007000000002287977,5335.699999999656,12.276999999998452,29.299999999996416
1243,L48422,L,297.1,308.4,1468,44.4,197,0,0,0,0,0,0,1,297.14,308.48,1564.4,36.0,190.8,0.05477225577672773,0.08366600266708084,82.11759860102862,5.658179919373268,5.263078946775965,0.003000000002871284,0.007000000002287977,6743.299999999658,32.01499999999888,27.699999999996407
1244,M16103,M,297.1,308.4,1432,53.4,199,0,0,0,0,0,0,2,297.14,308.47999999999996,1527.8,40.160000000000004,193.8,0.05477225577672773,0.08366600266708084,93.86799241487834,9.120471479040988,4.658325879540456,0.003000000002871284,0.007000000002287977,8811.199999999659,83.1830000000001,21.699999999996365
1245,L48424,L,297.1,308.4,1726,28.4,202,0,0,0,0,0,0,1,297.12,308.46,1576.6,37.98,196.8,0.04472135958205133,0.08944271911263735,123.00731685554183,10.56560457333131,3.962322551231326,0.0020000000028671345,0.008000000002262142,15130.799999999665,111.6319999999995,15.699999999996322
1246,M16105,M,297.1,308.4,1588,33.4,204,0,0,0,0,0,0,2,297.1,308.41999999999996,1567.0,38.4,199.2,1.6917334215227161e-06,0.044721359574671334,119.02100654926282,10.27131929208705,3.962322551231326,2.861961969496956e-12,0.002000000002207047,14165.999999999663,105.49999999999963,15.699999999996322
1247,H30660,H,297.2,308.5,1653,33.3,207,0,0,0,0,0,0,0,297.12,308.41999999999996,1573.4,38.58,201.8,0.04472135958202274,0.044721359574671334,123.42933200823725,10.14701926676005,3.962322551231326,0.0020000000028645767,0.002000000002207047,15234.799999999661,102.96199999999969,15.699999999996322
1248,L48427,L,297.2,308.5,1513,42.9,212,0,0,0,0,0,0,1,297.14,308.43999999999994,1582.4,38.279999999999994,204.8,0.05477225577669076,0.05477225577090371,115.18810702498614,9.9522359296793,4.969909455915297,0.0030000000028672343,0.0030000000022332943,13268.299999999661,99.0469999999996,24.69999999999628
1249,L48428,L,297.2,308.6,1489,40.2,214,0,0,0,0,0,0,1,297.15999999999997,308.48,1593.8,35.64,207.8,0.05477225577672579,0.0836660026670613,98.14122477328095,5.839777393017552,5.118593556827523,0.003000000002871071,0.007000000002284709,9631.699999999655,34.10299999999887,26.199999999996237
1250,L48429,L,297.3,308.7,1467,36.8,216,0,0,0,0,0,0,1,297.2,308.53999999999996,1542.0,37.32,210.6,0.07071067813902202,0.11401754252025023,76.99350621967838,4.219834119962458,4.979959839195113,0.005000000002880365,0.01300000000235707,5927.9999999996535,17.806999999999338,24.799999999996224
1251,L48430,L,297.3,308.7,1549,36.1,218,0,0,0,0,0,0,1,297.24,308.6,1534.2,37.86,213.4,0.05477225577688665,0.10000000001214802,73.042453408957,3.7380476187442406,4.21900462194535,0.003000000002888693,0.010000000002429604,5335.199999999653,13.972999999999487,17.799999999996228
1252,M16111,M,297.4,308.8,1359,48.7,220,0,0,0,0,0,0,2,297.28000000000003,308.66,1475.4,40.94,216.0,0.08366600267068337,0.11401754252089712,71.82478680789563,5.127670036186062,3.162277660167781,0.007000000002890796,0.013000000002504581,5158.799999999658,26.293000000000376,9.999999999996216
1253,L48432,L,297.5,308.8,1533,41.5,223,0,0,0,0,0,0,1,297.34000000000003,308.72,1479.4,40.660000000000004,218.2,0.11401754252260897,0.08366600266882437,74.93196914534983,5.031202639528674,3.492849839314057,0.013000000002894946,0.007000000002579728,5614.799999999657,25.313000000000297,12.199999999996233
1254,L48433,L,297.5,308.8,1309,57.3,0,0,0,0,0,0,0,1,297.4,308.76,1443.4,44.08,175.4,0.10000000001447928,0.05477225577453607,105.97546885954155,8.936554145754465,98.08567683408214,0.010000000002895856,0.0030000000026312,11230.799999999661,79.86200000000132,9620.799999999997
1255,H30668,H,297.5,308.8,1430,49.4,2,0,0,0,0,0,0,0,297.44,308.78,1436.0,46.6,132.6,0.08944271911620383,0.04472135957970235,105.20456263869767,8.108637370113554,120.14907407050626,0.008000000002900133,0.0020000000026570352,11067.999999999662,65.75000000000206,14435.8
1256,H30669,H,297.5,308.9,1419,50.7,7,0,0,0,0,0,0,0,297.48,308.82000000000005,1410.0,49.519999999999996,90.4,0.044721359582506545,0.04472135958028069,84.27929757656777,5.633116366630725,119.70923105592149,0.00200000000290785,0.002000000002708763,7102.999999999662,31.732000000002937,14330.3
1257,M16116,M,297.5,308.9,1535,37.7,12,0,0,0,0,0,0,2,297.5,308.84000000000003,1445.2,47.32,48.8,1.7063082637833127e-06,0.05477225577547594,93.86266563442389,7.774445317834724,97.492050958014,2.9114878910552232e-12,0.0030000000027341576,8810.19999999966,60.44200000000227,9504.7
1258,L48437,L,297.5,308.9,1466,43.0,15,0,0,0,0,0,0,1,297.5,308.86,1431.8,47.62,7.2,1.7063082637833127e-06,0.05477225577571853,82.25995380499349,7.518443987954047,6.379655163094773,2.9114878910552232e-12,0.003000000002760732,6766.699999999662,56.52700000000235,40.70000000000179
1259,L48438,L,297.5,308.9,1427,50.4,17,0,0,0,0,0,0,1,297.5,308.88,1455.4,46.24,10.6,1.7063082637833127e-06,0.04472135958117201,48.023952357127634,5.714280357140516,6.107372593841131,2.9114878910552232e-12,0.0020000000027884856,2306.299999999665,32.653000000001946,37.300000000001745
1260,M16119,M,297.5,308.9,1280,48.5,19,0,0,0,0,0,0,2,297.5,308.9,1425.4,46.06,14.0,1.7063082637833127e-06,1.6785169171395095e-06,93.33434523260807,5.6029456538504725,4.690415759823611,2.9114878910552232e-12,2.8174190411235226e-12,8711.299999999668,31.393000000001894,22.000000000001698
1261,L48440,L,297.6,309.0,1528,33.8,22,0,0,0,0,0,0,1,297.52,308.91999999999996,1447.2,42.67999999999999,17.0,0.04472135958260505,0.04472135958180754,103.62769899983145,7.021894331304113,3.8078865529321715,0.0020000000029166604,0.002000000002845329,10738.699999999668,49.307000000000826,14.500000000001654
1262,H30675,H,297.6,309.0,1885,25.2,24,0,0,0,0,0,0,0,297.54,308.94,1517.2,40.18,19.4,0.054772255777174,0.054772255776730394,224.95266168685282,10.567970476870194,3.6469165057623156,0.0030000000029201702,0.0030000000028715763,50603.69999999966,111.68200000000004,13.300000000001617
1263,H30676,H,297.8,309.2,1648,33.0,29,0,0,0,0,0,0,0,297.6,309.0,1553.6,38.18,22.2,0.12247448715110736,0.12247448715118746,229.27995987438516,10.843523412618216,4.658325879541016,0.015000000002926762,0.015000000002946382,52569.29999999967,117.5819999999994,21.700000000001577
1264,L48443,L,297.8,309.2,1400,56.9,34,0,0,0,0,0,0,1,297.65999999999997,309.06,1548.2,39.480000000000004,25.6,0.13416407866092,0.13416407866124733,233.28994834754386,12.874276678710917,5.941380311005308,0.018000000002933527,0.01800000000302136,54424.19999999968,165.7469999999998,35.30000000000153
1265,M16124,M,297.8,309.3,2243,15.7,36,0,0,0,0,0,0,2,297.71999999999997,309.14,1740.8,32.92,29.0,0.10954451151445453,0.13416407866163288,332.8057992283183,15.26391168737548,6.082762530298341,0.01200000000294046,0.018000000003124815,110759.69999999969,232.98699999999775,37.00000000000148
1266,L48445,L,297.9,309.4,1558,35.7,39,0,0,0,0,0,0,1,297.78000000000003,309.21999999999997,1746.8,33.3,32.4,0.10954451151447983,0.1483239697528002,328.24944782893346,15.314862062715349,5.941380311005299,0.012000000002946003,0.022000000003229592,107747.69999999969,234.54499999999786,35.300000000001425
1267,L48446,L,298.0,309.6,1633,34.8,41,0,0,0,0,0,0,1,297.86,309.34,1696.4,35.22,35.8,0.08944271911652277,0.16733200531696948,320.99112137253843,14.632053854466175,4.658325879540994,0.008000000002957187,0.028000000003398303,103035.2999999997,214.09699999999845,21.70000000000138
1268,M16127,M,298.1,309.6,1549,38.7,43,0,0,0,0,0,0,2,297.91999999999996,309.42,1676.6,36.36,38.6,0.13038404811542859,0.17888543820979066,327.7061183438596,14.63789602367768,3.6469165057622774,0.017000000002966396,0.03200000000350883,107391.2999999997,214.2679999999988,13.30000000000134
1269,L48448,L,298.0,309.5,1496,45.8,46,0,0,0,0,0,0,1,297.96000000000004,309.48,1695.8,34.14,41.0,0.1140175425229486,0.1303840481178139,309.7703988440466,11.176448451990378,3.8078865529321213,0.013000000002972393,0.017000000003588412,95957.6999999997,124.91299999999814,14.500000000001272
1270,L48449,L,298.1,309.5,1467,41.8,48,0,0,0,0,0,0,1,298.02,309.52,1540.6,39.36,43.4,0.0836660026712583,0.08366600267519085,63.86939799308971,4.529127951383101,3.646916505762258,0.007000000002987002,0.007000000003645042,4079.2999999996923,20.512999999999685,13.300000000001198
1271,M16130,M,298.0,309.4,1276,65.9,50,0,0,0,0,0,0,2,298.04,309.52,1484.2,45.4,45.6,0.054772255777803806,0.08366600267519085,132.40354980135425,12.15133737495596,3.64691650576225,0.0030000000029891624,0.007000000003645042,17530.699999999695,147.6550000000016,13.300000000001138
1272,H30685,H,298.0,309.4,1490,40.5,53,0,0,0,0,0,0,0,298.04,309.48,1455.6,46.54,48.0,0.054772255777803806,0.08366600267483586,104.79169814446037,11.13296905591684,3.8078865529320947,0.0030000000029891624,0.007000000003585641,10981.2999999997,123.94300000000192,14.50000000000107
1273,H30686,H,298.0,309.4,1562,38.1,58,0,0,0,0,0,0,0,298.02,309.43999999999994,1458.2,46.42,51.0,0.0447213595833478,0.05477225578268613,107.8063077931885,11.241307753104257,4.690415759823534,0.0020000000029830943,0.003000000003523994,11622.199999999695,126.36700000000187,22.000000000000973
1274,L48453,L,298.1,309.4,1397,48.2,63,0,0,0,0,0,0,1,298.03999999999996,309.41999999999996,1438.4,46.9,54.4,0.0547722557778038,0.04472135958904856,108.21875992636257,11.259440483434425,6.10737259384106,0.003000000002989162,0.002000000003492986,11711.299999999697,126.77500000000201,37.30000000000087
1275,H30688,H,298.1,309.5,1530,40.2,65,0,0,0,0,0,0,0,298.04,309.41999999999996,1451.0,46.58,57.8,0.0547722557778038,0.04472135958904856,115.78428218026701,11.461544398553011,6.379655163094693,0.003000000002989162,0.002000000003492986,13405.999999999698,131.3670000000019,40.70000000000077
1276,M16135,M,298.1,309.4,1362,47.6,70,0,0,0,0,0,0,2,298.06000000000006,309.41999999999996,1468.2,42.92,61.8,0.05477225577784402,0.04472135958904856,85.79160798119884,4.644028423685702,6.534523701081866,0.0030000000029935673,0.002000000003492986,7360.1999999997,21.56700000000071,42.70000000000066
1277,M16136,M,298.2,309.4,1693,34.4,73,0,0,0,0,0,0,2,298.1,309.41999999999996,1508.8,41.7,65.8,0.07071067813985202,0.04472135958904856,133.47171985105948,6.032412452742297,5.890670590009303,0.005000000002997745,0.002000000003492986,17814.699999999702,36.390000000000335,34.70000000000054
1278,M16137,M,298.2,309.4,1408,46.5,76,0,0,0,0,0,0,2,298.14,309.41999999999996,1478.0,43.38,69.4,0.054772255777921205,0.04472135958904856,135.8731025626474,5.948277061469216,5.412947441089785,0.003000000003002023,0.002000000003492986,18461.4999999997,35.38200000000086,29.300000000000452
1279,L48458,L,298.2,309.4,1398,52.9,79,0,0,0,0,0,0,1,298.15999999999997,309.41999999999996,1478.2,44.32000000000001,72.6,0.05477225577795623,0.04472135958904856,135.72472140328637,7.1503146783901155,5.412947441089785,0.00300000000300586,0.002000000003492986,18421.199999999702,51.127000000001146,29.300000000000452
1280,M16139,M,298.3,309.6,1531,40.1,81,0,0,0,0,0,0,2,298.2,309.43999999999994,1478.4,44.3,75.8,0.07071067813997511,0.08944271911970482,135.8208378710708,7.164844729650541,4.438468204234482,0.005000000003015154,0.00800000000352641,18447.2999999997,51.33500000000114,19.700000000000472
1281,H30694,H,298.3,309.5,1521,37.1,84,0,0,0,0,0,0,0,298.24,309.4599999999999,1510.2,42.2,78.6,0.0547722557781171,0.08944271911987085,119.37210729479354,7.487322618933983,4.277849927241545,0.0030000000030234817,0.00800000000355611,14249.699999999699,56.06000000000044,18.300000000000487
1282,H30695,H,298.3,309.5,1427,54.3,89,0,0,0,0,0,0,0,298.26000000000005,309.48,1457.0,46.17999999999999,81.8,0.05477225577814045,0.08366600267482693,63.941379403323026,7.592891412367344,4.9699094559157215,0.0030000000030260396,0.007000000003584149,4088.4999999997017,57.65200000000175,24.700000000000504
1283,L48462,L,298.3,309.4,1546,36.1,94,0,0,0,0,0,0,1,298.28000000000003,309.47999999999996,1484.6,44.1,85.4,0.044721359583862585,0.08366600267482693,67.20342253188973,8.810221336606762,6.107372593841029,0.0020000000030291377,0.007000000003584149,4516.299999999704,77.62000000000104,37.300000000000495
1284,L48463,L,298.3,309.4,1356,45.4,96,0,0,0,0,0,0,1,298.3,309.48,1476.2,42.6,88.8,1.741486679066969e-06,0.08366600267482693,81.77835899551732,7.474623736349579,6.379655163094671,3.0327758533677006e-12,0.007000000003584149,6687.699999999708,55.870000000000545,40.700000000000486
1285,L48464,L,298.4,309.5,2153,15.3,98,1,0,0,1,0,0,1,298.32,309.46000000000004,1600.6,37.64,92.2,0.04472135958396109,0.05477225578296698,317.9737410541942,14.487166734734533,5.674504383644486,0.0020000000030379484,0.0030000000035547603,101107.29999999973,209.87799999999885,32.200000000000486
1286,M16145,M,298.5,309.6,1492,41.7,100,0,0,0,0,0,0,2,298.36,309.48,1594.8,38.56,95.4,0.0894427191170582,0.08366600267480741,320.04640288558113,14.589996572994771,4.219004621945853,0.00800000000305297,0.00700000000358088,102429.69999999972,212.86799999999917,17.800000000000473
1287,L48466,L,298.5,309.6,1582,40.3,103,0,0,0,0,0,0,1,298.4,309.5,1625.8,35.76,98.2,0.10000000001535714,0.10000000001802668,306.9693795804391,11.911674945195502,3.4928498393146614,0.010000000003071429,0.010000000003605337,94230.19999999972,141.88799999999827,12.200000000000458
1288,L48467,L,298.5,309.6,1419,41.5,105,0,0,0,0,0,0,1,298.43999999999994,309.54,1600.4,36.839999999999996,100.4,0.08944271911728381,0.08944271912040629,320.192598290466,12.191718500687204,3.646916505762155,0.008000000003093328,0.008000000003651891,102523.29999999973,148.6379999999986,13.300000000000445
1289,M16148,M,298.5,309.6,1441,48.2,107,0,0,0,0,0,0,2,298.48,309.58000000000004,1617.4,37.4,102.6,0.04472135958486354,0.04472135959136984,305.9106078579161,12.73538377906213,3.646916505762155,0.002000000003118666,0.0020000000037006067,93581.29999999973,162.1899999999988,13.300000000000445
1290,M16149,M,298.6,309.7,1635,32.2,110,0,0,0,0,0,0,2,298.52,309.62,1513.8,40.78,105.0,0.04472135958515906,0.044721359591948166,92.33471719781102,5.706750388793944,3.807886552932014,0.0020000000031450984,0.0020000000037523344,8525.699999999739,32.56699999999984,14.500000000000453
1291,L48470,L,298.6,309.7,1429,45.8,113,0,0,0,0,0,0,1,298.53999999999996,309.64,1501.2,41.6,107.6,0.0547722557793495,0.0547722557850024,100.03099519648768,6.1493902136716025,3.9749213828704164,0.003000000003158485,0.003000000003777729,10006.19999999974,37.815000000000076,15.800000000000463
1292,M16151,M,298.6,309.7,1675,28.4,115,0,0,0,0,0,0,2,298.56,309.65999999999997,1519.8,39.22,110.0,0.054772255779476635,0.05477225578524499,124.47168352681562,8.594882198145557,4.123105625617717,0.0030000000031724116,0.0030000000038043033,15493.199999999744,73.8719999999994,17.00000000000047
1293,M16152,M,298.7,309.7,1868,23.8,118,0,0,0,0,0,0,2,298.6,309.68,1609.6,35.68,112.6,0.0707106781412774,0.044721359592839495,182.16421163334954,10.786658426037157,4.277849927241544,0.005000000003199327,0.002000000003832057,33183.799999999756,116.35199999999838,18.30000000000048
1294,H30707,H,298.7,309.8,1582,33.4,121,0,0,0,0,0,0,0,298.64,309.72,1637.8,32.71999999999999,115.4,0.05477225577996895,0.04472135959347502,158.9770423677575,8.216568626865932,4.277849927241544,0.003000000003226342,0.0020000000038889005,25273.69999999976,67.51199999999751,18.30000000000048
1295,L48474,L,298.8,309.9,1486,40.3,126,0,0,0,0,0,0,1,298.68,309.76,1608.0,34.339999999999996,118.6,0.08366600267286765,0.08944271912201418,172.981212852725,8.8616025638706,5.128352561983281,0.007000000003256298,0.00800000000393952,29922.49999999976,78.52799999999797,26.30000000000048
1296,L48475,L,298.7,309.8,1402,54.3,128,0,0,0,0,0,0,1,298.7,309.78000000000003,1602.6,36.04,121.6,0.07071067814178637,0.08366600267710508,180.2354016279814,11.903066831703436,5.4129474410897895,0.005000000003271304,0.007000000003965356,32484.799999999756,141.6829999999985,29.3000000000005
1297,L48476,L,298.7,309.9,1621,34.1,130,0,0,0,0,0,0,1,298.71999999999997,309.82,1591.8,37.17999999999999,124.6,0.04472135958675105,0.08366600267741423,176.38934208165682,11.243086764763438,4.979959839195545,0.0020000000032874905,0.007000000004017084,31113.199999999753,126.40699999999882,24.800000000000523
1298,L48477,L,298.8,309.9,1428,42.4,132,0,0,0,0,0,0,1,298.73999999999995,309.86,1503.8,40.9,127.4,0.05477225578066298,0.05477225578765727,95.23234744560142,8.435935040053351,4.21900462194586,0.0030000000033023693,0.0030000000040685555,9069.199999999748,71.16499999999995,17.800000000000527
1299,M16158,M,298.7,309.8,1343,53.6,134,0,0,0,0,0,0,2,298.74,309.86,1456.0,44.94,130.0,0.05477225578066298,0.05477225578765727,105.58645746495972,8.776274836170593,3.162277660168461,0.003000000003302369,0.0030000000040685555,11148.499999999747,77.02300000000118,10.000000000000515
1300,M16159,M,298.7,309.9,1458,40.2,137,0,0,0,0,0,0,2,298.71999999999997,309.86,1450.4,44.92,132.2,0.04472135958676773,0.05477225578765727,104.33264110526363,8.789596122689662,3.4928498393146725,0.002000000003288982,0.0030000000040685555,10885.299999999746,77.25700000000114,12.200000000000532
1301,L48480,L,298.7,309.8,1322,57.0,140,0,0,0,0,0,0,1,298.72,309.86,1434.4,45.46,134.6,0.04472135958676773,0.05477225578765727,118.74889473169739,9.559184065598973,3.974921382870428,0.002000000003288982,0.0030000000040685555,14101.299999999748,91.37800000000131,15.800000000000557
1302,L48481,L,298.7,309.9,1483,32.8,142,0,0,0,0,0,0,1,298.71999999999997,309.86,1406.8,45.2,137.0,0.04472135958676773,0.05477225578765727,70.95561993246028,9.954898291795915,4.123105625617729,0.002000000003288982,0.0030000000040685555,5034.699999999755,99.10000000000124,17.000000000000565
1303,L48482,L,298.6,309.8,1505,45.7,144,0,0,0,0,0,1,1,298.67999999999995,309.84000000000003,1422.2,45.86,139.4,0.04472135958648492,0.05477225578741468,83.88504038265556,9.831480051345343,3.974921382870428,0.0020000000032636867,0.0030000000040419812,7036.699999999753,96.65800000000144,15.800000000000557
1304,L48483,L,298.7,309.9,1593,42.5,146,0,0,0,0,0,0,1,298.68,309.86,1472.2,43.64,141.8,0.04472135958648492,0.05477225578765727,98.16669496320914,8.851158116314538,3.4928498393146725,0.0020000000032636867,0.0030000000040685555,9636.69999999975,78.34300000000071,12.200000000000532
1305,L48484,L,298.8,310.0,2098,19.6,148,0,0,0,0,0,0,1,298.7,309.88,1600.2,39.519999999999996,144.0,0.07071067814181953,0.08366600267787792,294.97915180568225,14.0942186729169,3.162277660168461,0.005000000003275993,0.007000000004094675,87012.69999999975,198.64699999999942,10.000000000000515
1306,L48485,L,298.8,310.0,1672,30.4,150,0,0,0,0,0,0,1,298.71999999999997,309.91999999999996,1670.2,34.2,146.0,0.08366600267306214,0.08366600267818705,250.65454314653812,10.376656494266241,3.162277660168461,0.00700000000328884,0.007000000004146403,62827.69999999974,107.67499999999775,10.000000000000515
1307,L48486,L,298.8,310.0,1487,41.4,152,0,0,0,0,0,0,1,298.74000000000007,309.94,1671.0,35.92,148.0,0.0894427191184516,0.08944271912330908,249.91298485672917,10.791061115571456,3.162277660168461,0.008000000003302227,0.008000000004171158,62456.49999999974,116.44699999999828,10.000000000000515
1308,L48487,L,298.8,310.0,1423,42.1,154,0,0,0,0,0,0,1,298.78000000000003,309.98,1654.6,35.2,150.0,0.044721359587256294,0.044721359597225466,265.7203417128612,10.071494427342849,3.162277660168461,0.0020000000033326805,0.00200000000422435,70607.29999999973,101.43499999999806,10.000000000000515
1309,L48488,L,298.9,310.1,1750,25.0,156,0,0,0,0,0,0,1,298.82,310.02,1686.0,31.7,152.0,0.04472135958758042,0.0447213595978324,265.8975366565093,9.940321926376273,3.162277660168461,0.002000000003361671,0.0020000000042786356,70701.49999999972,98.8099999999969,10.000000000000515
1310,L48489,L,298.9,310.2,1654,31.1,158,0,0,0,0,0,0,1,298.84000000000003,310.06,1597.2,34.0,154.0,0.054772255781332366,0.08944271912419287,136.61881276017488,7.462238270116927,3.162277660168461,0.003000000003375697,0.008000000004329256,18664.699999999724,55.684999999997665,10.000000000000515
1311,L48490,L,298.9,310.2,1498,50.2,160,0,0,0,0,0,0,1,298.86,310.1,1562.4,37.96,156.0,0.05477225578147118,0.10000000002189455,134.95295476572466,9.922348512323024,3.162277660168461,0.0030000000033909026,0.010000000004378909,18212.299999999726,98.45299999999892,10.000000000000515
1312,L48491,L,298.9,310.1,1587,30.2,162,0,0,0,0,0,0,1,298.88,310.12,1582.4,35.720000000000006,158.0,0.04472135958809043,0.0836660026797221,128.22753214501057,10.211611038420832,3.162277660168461,0.002000000003407288,0.007000000004403266,16442.299999999723,104.2769999999982,10.000000000000515
1313,L48492,L,298.9,310.1,1473,42.6,164,0,0,0,0,0,0,1,298.9,310.14,1592.4,35.82,160.0,1.8506356787754614e-06,0.05477225579094003,113.8301366071381,10.291841429015424,3.162277660168461,3.4248524155567123e-12,0.0030000000044281636,12957.299999999723,105.92199999999823,10.000000000000515
1314,L48493,L,298.9,310.2,1359,56.9,166,0,0,0,0,0,0,1,298.9,310.16,1514.2,42.2,162.0,1.8506356787754614e-06,0.05477225579118262,112.79494669531844,11.69893157514823,3.162277660168461,3.4248524155567123e-12,0.003000000004454738,12722.69999999973,136.86500000000024,10.000000000000515
1315,M16174,M,299.0,310.3,1635,34.5,168,0,0,0,0,0,0,2,298.91999999999996,310.18,1510.4,42.88,164.0,0.04472135958850035,0.08366600268020533,107.08314526572204,10.968454768106602,3.162277660168461,0.0020000000034439518,0.007000000004484126,11466.799999999728,120.30700000000046,10.000000000000515
1316,L48495,L,299.0,310.3,1520,45.0,171,0,0,0,0,0,0,1,298.94,310.2,1514.8,41.839999999999996,166.2,0.054772255782134724,0.10000000002257027,106.89808230272294,10.328746293718329,3.4928498393146725,0.003000000003463591,0.010000000004514054,11427.199999999728,106.68300000000012,12.200000000000532
1317,L48496,L,299.0,310.3,1507,36.7,173,0,0,0,0,0,0,1,298.96,310.24,1498.8,43.14,168.4,0.05477225578231894,0.08944271912555528,99.09187655907888,8.792212463310957,3.6469165057621677,0.00300000000348377,0.008000000004572972,9819.199999999728,77.30300000000051,13.300000000000539
1318,L48497,L,299.0,310.3,1428,46.3,175,0,0,0,0,0,0,1,298.98,310.28000000000003,1489.8,43.88,170.6,0.04472135958917718,0.04472135960177111,103.94565888001156,8.890556787963323,3.6469165057621677,0.0020000000035044897,0.0020000000046309246,10804.699999999728,79.04200000000073,13.300000000000539
1319,M16178,M,299.0,310.3,1582,33.3,177,0,0,0,0,0,0,2,299.0,310.3,1534.4,39.16,172.8,1.8776978290156226e-06,2.158077883944747e-06,78.52579194124519,6.066135507883027,3.4928498393146725,3.525749137089982e-12,4.657300153171437e-12,6166.299999999728,36.79799999999927,12.200000000000532
1320,L48499,L,299.0,310.3,1929,24.4,180,0,0,0,0,0,0,1,299.0,310.3,1593.2,37.14,175.2,1.8776978290156226e-06,2.158077883944747e-06,195.55485164014655,8.985154422712982,3.4928498393146725,3.525749137089982e-12,4.657300153171437e-12,38241.69999999973,80.73299999999867,12.200000000000532
1321,M16180,M,299.0,310.3,1540,38.1,182,0,0,0,0,0,0,2,299.0,310.3,1597.2,35.76,177.4,1.8776978290156226e-06,2.158077883944747e-06,193.88063338043779,7.945942360727156,3.6469165057621677,3.525749137089982e-12,4.657300153171437e-12,37589.69999999973,63.13799999999826,13.300000000000539
1322,L48501,L,298.9,310.2,1362,53.0,185,0,0,0,0,0,0,1,298.97999999999996,310.28000000000003,1568.2,39.019999999999996,179.8,0.04472135958917718,0.044721359601742505,219.850403683959,11.132699582760653,3.9623225512318547,0.0020000000035044897,0.0020000000046283667,48334.19999999973,123.93699999999922,15.700000000000513
1323,H30736,H,298.9,310.1,1452,49.9,187,0,0,0,0,0,0,0,298.96,310.23999999999995,1573.0,39.739999999999995,182.2,0.05477225578231894,0.08944271912551238,216.2567918008582,11.816640808622365,3.9623225512318547,0.0030000000034837706,0.0080000000045653,46766.99999999972,139.63299999999944,15.700000000000513
1324,L48503,L,298.9,310.1,1361,51.7,192,0,0,0,0,0,0,1,298.93999999999994,310.2,1528.8,43.42,185.2,0.05477225578213473,0.10000000002250634,235.6707448963484,12.169511083030434,4.658325879540906,0.0030000000034635915,0.010000000004501266,55540.69999999972,148.09700000000055,21.700000000000557
1325,M16184,M,298.8,310.1,1243,74.5,194,1,0,0,1,1,0,2,298.9,310.16,1391.6,53.44,188.0,0.07071067814285403,0.08944271912479702,111.31621624902506,13.177556677927948,4.94974746830589,0.005000000003422295,0.008000000004437331,12391.299999999712,173.64800000000346,24.500000000000576
